EnsEMBL_Gene_ID	184B5
ENSG00000186442	0.5040192731
ENSG00000186445	0.0000000000
ENSG00000186446	5.7622733988
ENSG00000007129	0.0000000000
ENSG00000086205	0.0000000000
ENSG00000186448	19.4084060270
ENSG00000186451	2.2412238631
ENSG00000186452	0.8311657962
ENSG00000186453	0.4805145904
ENSG00000186458	0.0000000000
ENSG00000186462	20.5494019560
ENSG00000186466	0.0000000000
ENSG00000186468	2064.0002622314
ENSG00000186469	1.7669437292
ENSG00000186470	40.7730972059
ENSG00000086232	463.6149660132
ENSG00000186471	0.0000000000
ENSG00000186472	5.1917129709
ENSG00000186474	0.0000000000
ENSG00000186479	0.0000000000
ENSG00000186480	86.2316986101
ENSG00000186481	1.7160761712
ENSG00000186487	0.0000000000
ENSG00000186493	128.9731317006
ENSG00000186496	4.6543184260
ENSG00000186501	163.7956871891
ENSG00000086288	0.0000000000
ENSG00000186502	0.0000000000
ENSG00000186508	0.0000000000
ENSG00000186509	0.0000000000
ENSG00000186510	0.0000000000
ENSG00000186513	0.0000000000
ENSG00000186517	4.0902203073
ENSG00000186522	216.7886084904
ENSG00000186523	7.3343028797
ENSG00000186526	4.4436805596
ENSG00000186529	161.1574816282
ENSG00000086289	45.4550722487
ENSG00000186530	0.0000000000
ENSG00000186532	23.1461907036
ENSG00000186543	9.4395992386
ENSG00000186562	0.0000000000
ENSG00000186564	8.3438401050
ENSG00000186566	76.1611517546
ENSG00000186567	61.9463903584
ENSG00000186572	0.0000000000
ENSG00000186575	69.2789520454
ENSG00000186577	91.7460849767
ENSG00000086300	4.9541295469
ENSG00000186579	0.0000000000
ENSG00000186583	0.0000000000
ENSG00000186591	406.6574837953
ENSG00000186594	232.1550752845
ENSG00000186599	0.0000000000
ENSG00000186603	17.1769989538
ENSG00000186611	0.6845955017
ENSG00000186615	10.9096217014
ENSG00000186625	74.0929390176
ENSG00000186628	0.0944796862
ENSG00000086475	150.6568122290
ENSG00000186629	0.0000000000
ENSG00000186635	275.8521292026
ENSG00000186638	8.2305358831
ENSG00000186642	0.2160556478
ENSG00000186645	0.0000000000
ENSG00000186648	0.1015237718
ENSG00000186652	1.1638465683
ENSG00000186654	90.9059108045
ENSG00000186660	109.9978708316
ENSG00000186663	0.0000000000
ENSG00000086504	270.0438645683
ENSG00000186665	34.4676294595
ENSG00000186666	26.0369060240
ENSG00000186675	0.0000000000
ENSG00000186676	24557.9475521811
ENSG00000186678	0.0000000000
ENSG00000186684	0.0000000000
ENSG00000186687	21.8120612053
ENSG00000186688	0.0000000000
ENSG00000186690	0.0000000000
ENSG00000186702	5.9500529084
ENSG00000086506	2.8611499013
ENSG00000186704	19.1212253605
ENSG00000186710	0.0000000000
ENSG00000186714	0.5851009248
ENSG00000186715	4.4083370513
ENSG00000186716	99.1511599912
ENSG00000186719	0.0000000000
ENSG00000186723	0.0000000000
ENSG00000186732	0.0000000000
ENSG00000186734	1.3713196190
ENSG00000186743	0.0000000000
ENSG00000086544	330.2566752567
ENSG00000186765	0.0000000000
ENSG00000186766	0.0000000000
ENSG00000186767	21.1627722642
ENSG00000186773	0.0000000000
ENSG00000186777	0.3191569888
ENSG00000186787	18.4086032519
ENSG00000186788	0.0000000000
ENSG00000186790	0.0000000000
ENSG00000186792	48.6676954739
ENSG00000186795	0.0000000000
ENSG00000086548	89.6899445892
ENSG00000186803	0.0000000000
ENSG00000186806	7.6853102853
ENSG00000186807	788.2605983510
ENSG00000186809	0.0000000000
ENSG00000186810	0.0000000000
ENSG00000186812	18.9334269461
ENSG00000186814	20.0651399346
ENSG00000186815	124.9970218857
ENSG00000186818	0.0000000000
ENSG00000186825	0.0000000000
ENSG00000007168	220.8133862976
ENSG00000086570	345.8346335066
ENSG00000186827	0.3948664841
ENSG00000186831	51606.4269550142
ENSG00000186832	4310.6630147188
ENSG00000186834	105.4168899298
ENSG00000186838	0.2746341157
ENSG00000186842	0.9260921902
ENSG00000186844	0.0000000000
ENSG00000186847	46685.9367100633
ENSG00000186852	0.0000000000
ENSG00000186854	1.4423947276
ENSG00000086589	162.5485382201
ENSG00000186860	0.0000000000
ENSG00000186862	1.6334447319
ENSG00000186866	45.0917533264
ENSG00000186867	3.1955778698
ENSG00000186868	3.3163459471
ENSG00000186871	14.0198048213
ENSG00000186881	0.0000000000
ENSG00000186882	1.3744003371
ENSG00000186886	0.0000000000
ENSG00000186889	15.0791019227
ENSG00000086598	758.4835599154
ENSG00000186891	0.0000000000
ENSG00000186895	0.0000000000
ENSG00000186897	0.1110065310
ENSG00000186907	5.8461345194
ENSG00000186908	19.2111788909
ENSG00000186910	0.3202418188
ENSG00000186912	0.2953452762
ENSG00000186918	441.2525421456
ENSG00000186919	0.1605239471
ENSG00000186921	0.0000000000
ENSG00000086619	9.7632220982
ENSG00000186923	0.0000000000
ENSG00000186924	0.0000000000
ENSG00000186925	0.0000000000
ENSG00000186930	0.0000000000
ENSG00000186940	9.2277641034
ENSG00000186943	0.0000000000
ENSG00000186951	17.4114525164
ENSG00000186952	0.0000000000
ENSG00000186960	0.4640596246
ENSG00000186964	0.0000000000
ENSG00000086666	155.3520489968
ENSG00000186965	0.0000000000
ENSG00000186966	0.0000000000
ENSG00000186967	0.0000000000
ENSG00000186970	0.0000000000
ENSG00000186971	0.0000000000
ENSG00000186973	17.5320802274
ENSG00000186975	0.0000000000
ENSG00000186976	0.2239866329
ENSG00000186977	0.0000000000
ENSG00000186979	0.0979774783
ENSG00000086696	155.1502368142
ENSG00000186980	0.0000000000
ENSG00000186994	12.5059472270
ENSG00000186995	0.5032860209
ENSG00000186998	0.1069168669
ENSG00000187003	0.0000000000
ENSG00000187005	0.0000000000
ENSG00000187008	0.0000000000
ENSG00000187010	1.0000358596
ENSG00000187012	0.0000000000
ENSG00000187013	0.0000000000
ENSG00000086712	46.6767966228
ENSG00000187015	1.5676396523
ENSG00000187017	21.5345337546
ENSG00000187021	0.0000000000
ENSG00000187024	42.6689637263
ENSG00000187026	0.0000000000
ENSG00000187033	0.0000000000
ENSG00000187037	0.0000000000
ENSG00000187042	4.4847402090
ENSG00000187045	1.1281023714
ENSG00000187048	0.3254947136
ENSG00000086717	0.0000000000
ENSG00000187049	57.9110592839
ENSG00000187051	452.5276296775
ENSG00000187054	0.0000000000
ENSG00000187060	6.4840177578
ENSG00000187066	0.0000000000
ENSG00000187068	0.3534569927
ENSG00000187079	58.7709686765
ENSG00000187080	0.0000000000
ENSG00000187082	0.0000000000
ENSG00000187091	359.3987464376
ENSG00000086730	0.5121434537
ENSG00000187094	0.0000000000
ENSG00000187095	0.0000000000
ENSG00000187097	53.8117834145
ENSG00000187098	13.7371007793
ENSG00000187103	0.0000000000
ENSG00000187105	2.7056353753
ENSG00000187109	526.0331517989
ENSG00000187116	0.0000000000
ENSG00000187118	60.8683359383
ENSG00000187122	0.8403514572
ENSG00000086758	243.0698836528
ENSG00000187123	3.8141967416
ENSG00000187134	358.8614997484
ENSG00000187135	0.0000000000
ENSG00000187140	0.0000000000
ENSG00000187141	0.0000000000
ENSG00000187144	0.1047166446
ENSG00000187145	11.3590256065
ENSG00000187147	172.6582259319
ENSG00000187151	0.0000000000
ENSG00000187155	6.1040417372
ENSG00000007171	0.0000000000
ENSG00000086827	34.7754084956
ENSG00000187156	0.0000000000
ENSG00000187164	62.6731793946
ENSG00000187166	0.0000000000
ENSG00000187170	0.0000000000
ENSG00000187172	0.0000000000
ENSG00000187173	0.0000000000
ENSG00000187175	0.0000000000
ENSG00000187180	0.0000000000
ENSG00000187185	1.5916343408
ENSG00000187186	13.7184394712
ENSG00000086848	24.6475426153
ENSG00000187187	1.4566225605
ENSG00000187189	82.9212147450
ENSG00000187191	0.0000000000
ENSG00000187193	2831.1416457139
ENSG00000187210	28.5203445888
ENSG00000187221	48.0971639961
ENSG00000187223	0.0000000000
ENSG00000187225	0.0000000000
ENSG00000187229	0.0000000000
ENSG00000187231	33.4916898374
ENSG00000086967	0.0000000000
ENSG00000187234	0.0000000000
ENSG00000187238	0.0000000000
ENSG00000187239	41.6379994146
ENSG00000187240	7.6182105324
ENSG00000187242	0.0000000000
ENSG00000187243	0.0000000000
ENSG00000187244	795.9292304949
ENSG00000187251	14.4701801866
ENSG00000187257	26.1322669833
ENSG00000187258	0.0000000000
ENSG00000086991	0.0000000000
ENSG00000187260	0.8047852228
ENSG00000187266	7.9877735285
ENSG00000187267	0.0000000000
ENSG00000187268	0.0000000000
ENSG00000187272	0.0000000000
ENSG00000187288	5.6883111583
ENSG00000187323	0.0000000000
ENSG00000187325	0.0000000000
ENSG00000187372	2.4653866046
ENSG00000187391	0.5668893744
ENSG00000087008	142.0174408389
ENSG00000187398	0.0000000000
ENSG00000187416	0.0000000000
ENSG00000187446	694.3530928200
ENSG00000187451	49.1535392662
ENSG00000187456	12.8839865428
ENSG00000187461	9.8774990634
ENSG00000187472	0.0000000000
ENSG00000187474	0.0000000000
ENSG00000187475	0.0000000000
ENSG00000187479	5.4313589947
ENSG00000087053	57.6170609515
ENSG00000187481	0.0000000000
ENSG00000187483	0.0000000000
ENSG00000187486	2.5892571971
ENSG00000187488	0.0000000000
ENSG00000187492	5.4940050555
ENSG00000187498	17.3367446416
ENSG00000187503	1.1019314983
ENSG00000187504	0.0000000000
ENSG00000187510	0.0000000000
ENSG00000187513	0.0000000000
ENSG00000087074	165.6776173002
ENSG00000187514	1903.3504988519
ENSG00000187516	0.0000000000
ENSG00000187522	46.7542805381
ENSG00000187527	1.0262866106
ENSG00000187531	212.4088752647
ENSG00000187533	0.0929754702
ENSG00000187534	0.9844842540
ENSG00000187535	36.7584882098
ENSG00000187536	0.0000000000
ENSG00000187537	0.0000000000
ENSG00000087076	0.0000000000
ENSG00000187543	0.0000000000
ENSG00000187545	0.0000000000
ENSG00000187546	0.0000000000
ENSG00000187550	0.0000000000
ENSG00000187553	0.0000000000
ENSG00000187554	4.0961536591
ENSG00000187555	126.9243012606
ENSG00000187556	0.4979658727
ENSG00000187558	0.0000000000
ENSG00000187559	0.6371628253
ENSG00000087077	907.9804578941
ENSG00000187566	9.6862491790
ENSG00000187568	0.0000000000
ENSG00000187569	0.0000000000
ENSG00000187574	0.0000000000
ENSG00000187581	1.7742964803
ENSG00000187583	69.5844279561
ENSG00000187589	0.0000000000
ENSG00000187595	1.1536388517
ENSG00000187600	0.0000000000
ENSG00000187601	10.9245647131
ENSG00000087085	5.2338018391
ENSG00000187605	30.7716022716
ENSG00000187607	58.5585240785
ENSG00000187608	159.7447628649
ENSG00000187609	8.5243187868
ENSG00000187612	0.0000000000
ENSG00000187615	0.0000000000
ENSG00000187616	0.0000000000
ENSG00000187621	1.0127758340
ENSG00000187624	9.1797309617
ENSG00000187626	18.0732929259
ENSG00000007174	0.4347259389
ENSG00000087086	3354.8470705796
ENSG00000187627	0.0000000000
ENSG00000187630	123.6041433734
ENSG00000187634	1.2688248435
ENSG00000187642	18.0109977250
ENSG00000187646	13.4078877870
ENSG00000187650	16.1481524822
ENSG00000187653	12.3276393039
ENSG00000187657	0.0000000000
ENSG00000187658	0.0000000000
ENSG00000187664	2.5302254038
ENSG00000087087	288.5843275668
ENSG00000187667	6.9242839642
ENSG00000187672	0.0000000000
ENSG00000187676	23.8499413151
ENSG00000187678	2.3333539316
ENSG00000187681	0.0000000000
ENSG00000187682	0.5556985711
ENSG00000187684	85.7897048574
ENSG00000187686	0.0000000000
ENSG00000187688	0.4937043854
ENSG00000187689	4.4838571792
ENSG00000087088	436.1882718801
ENSG00000187690	0.0000000000
ENSG00000187695	1.3076475668
ENSG00000187699	0.7645781546
ENSG00000187701	0.0000000000
ENSG00000187711	0.0000000000
ENSG00000187712	0.0000000000
ENSG00000187713	62.3460935282
ENSG00000187714	0.0000000000
ENSG00000187715	1.6258271621
ENSG00000187720	29.1033104170
ENSG00000087095	28.6025353007
ENSG00000187721	0.0000000000
ENSG00000187726	0.0000000000
ENSG00000187728	0.0000000000
ENSG00000187730	0.0000000000
ENSG00000187733	0.0000000000
ENSG00000187735	143.5002315157
ENSG00000187736	23.4845591368
ENSG00000187738	0.0000000000
ENSG00000187741	23.5425597602
ENSG00000187742	67.0673069941
ENSG00000087111	249.8007139949
ENSG00000187747	0.0000000000
ENSG00000187753	0.0000000000
ENSG00000187754	0.0000000000
ENSG00000187758	0.9706230402
ENSG00000187761	0.0000000000
ENSG00000187762	0.0000000000
ENSG00000187763	0.0000000000
ENSG00000187764	0.8341570053
ENSG00000187766	0.0000000000
ENSG00000187770	1.7778255278
ENSG00000087116	0.0000000000
ENSG00000187772	0.0000000000
ENSG00000187773	0.0000000000
ENSG00000187775	0.3954459217
ENSG00000187778	288.2980101812
ENSG00000187783	0.0000000000
ENSG00000187786	0.0000000000
ENSG00000187790	5.8272129512
ENSG00000187791	0.0000000000
ENSG00000187792	8.4756771985
ENSG00000187796	2.0714143719
ENSG00000087128	3.3008613395
ENSG00000187800	1.2764270578
ENSG00000187801	4.6000256452
ENSG00000187806	0.0000000000
ENSG00000187808	0.0000000000
ENSG00000187809	1.1645876774
ENSG00000187811	5.5787045004
ENSG00000187812	0.0000000000
ENSG00000187815	2.7807362261
ENSG00000187820	25.2632661408
ENSG00000187821	0.0000000000
ENSG00000087152	226.4793067128
ENSG00000187823	0.0000000000
ENSG00000187824	0.2255576758
ENSG00000187833	0.0000000000
ENSG00000187837	199.5255520806
ENSG00000187838	535.2434805305
ENSG00000187840	381.6162767841
ENSG00000187847	0.0000000000
ENSG00000187848	0.0000000000
ENSG00000187851	0.0000000000
ENSG00000187855	0.0000000000
ENSG00000087157	65.4015293139
ENSG00000187857	0.0000000000
ENSG00000187860	4.6885066154
ENSG00000187862	0.0000000000
ENSG00000187866	59.7034597740
ENSG00000187867	0.0000000000
ENSG00000187870	0.0000000000
ENSG00000187871	0.3503000446
ENSG00000187876	0.0000000000
ENSG00000187878	0.0000000000
ENSG00000187889	0.0000000000
ENSG00000087191	879.0617650353
ENSG00000187893	0.0000000000
ENSG00000187899	0.0000000000
ENSG00000187900	0.0000000000
ENSG00000187902	0.0000000000
ENSG00000187904	24.7673052746
ENSG00000187905	0.2920494207
ENSG00000187908	0.1644817442
ENSG00000187909	0.0000000000
ENSG00000187912	0.0000000000
ENSG00000187918	0.0000000000
ENSG00000007202	254.4691484289
ENSG00000087206	91.3349284669
ENSG00000187919	0.0000000000
ENSG00000187922	0.0000000000
ENSG00000187928	0.0000000000
ENSG00000187929	0.0000000000
ENSG00000187939	0.0000000000
ENSG00000187942	3.2026944111
ENSG00000187944	1.6495647933
ENSG00000187950	0.4805780543
ENSG00000187951	18.2854793439
ENSG00000187952	0.1905646098
ENSG00000087237	0.0000000000
ENSG00000187953	25.7688169977
ENSG00000187954	125.1067610095
ENSG00000187955	0.0726520228
ENSG00000187957	109.8457442044
ENSG00000187959	0.0000000000
ENSG00000187961	46.3763582198
ENSG00000187969	0.0000000000
ENSG00000187975	0.0000000000
ENSG00000187979	0.0000000000
ENSG00000187980	0.0000000000
ENSG00000087245	4.9097434337
ENSG00000187983	0.0000000000
ENSG00000187984	0.8131341465
ENSG00000187987	3.3877781984
ENSG00000187988	0.0000000000
ENSG00000187990	35.8073508039
ENSG00000187994	36.3889760830
ENSG00000187997	0.9781794257
ENSG00000187999	7.5574852662
ENSG00000188000	0.9504801823
ENSG00000188001	1.2876526184
ENSG00000087250	0.0000000000
ENSG00000188002	23.4959022152
ENSG00000188004	1.2713612905
ENSG00000188010	52.9424798106
ENSG00000188011	0.0000000000
ENSG00000188013	0.1433584040
ENSG00000188014	8.5299692517
ENSG00000188015	259.5763390491
ENSG00000188021	147.3509952966
ENSG00000188022	0.0000000000
ENSG00000188023	26.1156064588
ENSG00000087253	70.8861047215
ENSG00000188026	70.3615933153
ENSG00000188029	0.0000000000
ENSG00000188032	0.8382130170
ENSG00000188033	14.7313750682
ENSG00000188037	6.6071801951
ENSG00000188038	4.4553806137
ENSG00000188039	2.0439883521
ENSG00000188042	111.0654893849
ENSG00000188050	0.0000000000
ENSG00000188051	0.0000000000
ENSG00000087258	15.6555418067
ENSG00000188056	0.0000000000
ENSG00000188060	3.1064234192
ENSG00000188063	0.0000000000
ENSG00000188064	43.1309032012
ENSG00000188069	0.0000000000
ENSG00000188070	0.0000000000
ENSG00000188073	0.0000000000
ENSG00000188076	0.0000000000
ENSG00000188078	0.0000000000
ENSG00000188082	117.4044624416
ENSG00000087263	92.3463977285
ENSG00000188086	0.4388904182
ENSG00000188089	8.1854841445
ENSG00000188091	0.4719884349
ENSG00000188092	0.4465172659
ENSG00000188095	0.7342202549
ENSG00000188100	32.2242467763
ENSG00000188101	13.4795508652
ENSG00000188107	0.9343618981
ENSG00000188112	71.0080405181
ENSG00000188120	0.0000000000
ENSG00000087266	30.7188663590
ENSG00000188124	0.4953477555
ENSG00000188126	0.4052776905
ENSG00000188130	20.9068420071
ENSG00000188133	0.0000000000
ENSG00000188144	0.0000000000
ENSG00000188152	1.5371028592
ENSG00000188153	225.5598851446
ENSG00000188155	0.0000000000
ENSG00000188157	735.7940445797
ENSG00000188158	8.5064982082
ENSG00000087269	198.8089671335
ENSG00000188162	0.1379027270
ENSG00000188163	0.1828710076
ENSG00000188167	11.0880640220
ENSG00000188170	0.0000000000
ENSG00000188171	4.6723414350
ENSG00000188174	0.0000000000
ENSG00000188175	0.0000000000
ENSG00000188176	0.0000000000
ENSG00000188177	4.2899575415
ENSG00000188181	0.0000000000
ENSG00000087274	300.5082813064
ENSG00000188185	10.1847850272
ENSG00000188186	1251.9886405829
ENSG00000188191	107.8648243921
ENSG00000188199	2.7070056642
ENSG00000188205	0.0000000000
ENSG00000188206	33.6400053140
ENSG00000188211	32.5295151758
ENSG00000188215	46.8748698783
ENSG00000188219	1.4065460528
ENSG00000188223	83.2283714292
ENSG00000007216	7.8482890887
ENSG00000087299	16.2040970214
ENSG00000188227	0.0000000000
ENSG00000188229	2852.4476867181
ENSG00000188234	10.6165590205
ENSG00000188242	133.7687315611
ENSG00000188243	161.9345186660
ENSG00000188257	2.4168520709
ENSG00000188258	0.0000000000
ENSG00000188263	0.0000000000
ENSG00000188266	15.2580731130
ENSG00000188269	14.4854491199
ENSG00000087301	17.0492384558
ENSG00000188277	20.6341822271
ENSG00000188279	0.0000000000
ENSG00000188280	0.0000000000
ENSG00000188282	0.0000000000
ENSG00000188283	13.0812726538
ENSG00000188290	48.6822530241
ENSG00000188293	148.4007905841
ENSG00000188295	14.9921837743
ENSG00000188305	0.0000000000
ENSG00000188306	0.0000000000
ENSG00000087302	752.9033050620
ENSG00000188309	0.0000000000
ENSG00000188312	8.0111087259
ENSG00000188313	153.6057426693
ENSG00000188314	0.0000000000
ENSG00000188315	28.7848720204
ENSG00000188316	1.3709465917
ENSG00000188321	10.9186885699
ENSG00000188322	1.3188009953
ENSG00000188324	0.0000000000
ENSG00000188334	0.0000000000
ENSG00000087303	0.3150105090
ENSG00000188338	0.3850230613
ENSG00000188340	0.0000000000
ENSG00000188342	191.4737047160
ENSG00000188343	28.7622479427
ENSG00000188352	71.6586973433
ENSG00000188365	2.5689690249
ENSG00000188368	19.9563035319
ENSG00000188372	63.0084073186
ENSG00000188373	2216.3849454699
ENSG00000188375	1.7318960130
ENSG00000087338	28.8532828740
ENSG00000188377	0.0000000000
ENSG00000188379	0.0000000000
ENSG00000188383	1.3206742922
ENSG00000188384	0.0000000000
ENSG00000188385	0.0000000000
ENSG00000188386	0.0000000000
ENSG00000188388	1.7253180032
ENSG00000188389	0.0000000000
ENSG00000188393	0.0000000000
ENSG00000188394	0.0000000000
ENSG00000087365	436.7587500645
ENSG00000188396	0.1861959350
ENSG00000188399	0.0000000000
ENSG00000188400	0.0000000000
ENSG00000188403	0.0000000000
ENSG00000188404	0.0000000000
ENSG00000188408	0.0000000000
ENSG00000188419	25.6255273113
ENSG00000188420	0.0000000000
ENSG00000188424	0.0000000000
ENSG00000188425	0.0000000000
ENSG00000087448	26.4661930264
ENSG00000188428	172.2335179790
ENSG00000188438	0.0000000000
ENSG00000188439	0.0000000000
ENSG00000188441	3.9106674083
ENSG00000188442	0.0000000000
ENSG00000188447	0.5107937129
ENSG00000188451	0.0000000000
ENSG00000188452	7.9675975989
ENSG00000188459	0.0000000000
ENSG00000188460	0.0000000000
ENSG00000087460	195.1026808893
ENSG00000188463	0.1440158103
ENSG00000188467	0.0000000000
ENSG00000188470	0.0000000000
ENSG00000188474	0.3630117959
ENSG00000188477	0.0000000000
ENSG00000188483	17.8062943978
ENSG00000188484	0.0000000000
ENSG00000188486	423.8272925716
ENSG00000188487	3.4288170411
ENSG00000188488	9.1887548377
ENSG00000087470	132.3285267594
ENSG00000188493	56.3836803039
ENSG00000188501	0.0000000000
ENSG00000188505	42.1698965328
ENSG00000188508	9.6493865579
ENSG00000188511	0.1126839714
ENSG00000188512	0.7549290313
ENSG00000188517	0.0000000000
ENSG00000188518	0.0000000000
ENSG00000188519	4.6536850494
ENSG00000188522	118.4674584146
ENSG00000087494	12.3346101765
ENSG00000188523	0.2192069407
ENSG00000188525	0.0000000000
ENSG00000188529	3.9785492167
ENSG00000188532	0.5347056930
ENSG00000188536	0.0000000000
ENSG00000188542	17.2740351831
ENSG00000188549	92.6089507426
ENSG00000188554	47.4025905199
ENSG00000188558	0.0000000000
ENSG00000188559	48.4269405632
ENSG00000007237	0.0000000000
ENSG00000087495	15.3365685334
ENSG00000188566	48.5551164746
ENSG00000188573	0.0000000000
ENSG00000188580	0.4956382612
ENSG00000188581	0.0000000000
ENSG00000188582	0.0000000000
ENSG00000188585	0.0000000000
ENSG00000188596	0.0000000000
ENSG00000188599	45.8200731908
ENSG00000188603	292.7753358389
ENSG00000188605	0.0000000000
ENSG00000087502	88.1951359299
ENSG00000188610	11.4862793254
ENSG00000188611	0.2007995377
ENSG00000188612	432.6232465080
ENSG00000188613	50.7391775245
ENSG00000188620	0.0000000000
ENSG00000188624	862.1485201945
ENSG00000188626	0.2448011326
ENSG00000188629	3.8498844440
ENSG00000188636	83.9905191178
ENSG00000188639	0.4198535789
ENSG00000087510	151.7819949925
ENSG00000188641	15.4557197762
ENSG00000188643	3833.2289207678
ENSG00000188646	0.0000000000
ENSG00000188647	19.5824984336
ENSG00000188649	0.0000000000
ENSG00000188653	4.0542762674
ENSG00000188655	0.0000000000
ENSG00000188656	0.0000000000
ENSG00000188659	1.8761068734
ENSG00000188660	4.1267572333
ENSG00000087586	202.6488766527
ENSG00000188662	0.0000000000
ENSG00000188666	0.0000000000
ENSG00000188668	0.0000000000
ENSG00000188672	1.5540059592
ENSG00000188674	0.0000000000
ENSG00000188676	0.1754107710
ENSG00000188677	64.1494691643
ENSG00000188681	0.0000000000
ENSG00000188682	0.0000000000
ENSG00000188683	0.0000000000
ENSG00000087589	0.1783026932
ENSG00000188686	0.0000000000
ENSG00000188687	3.4009626762
ENSG00000188690	97.3121480333
ENSG00000188691	0.0000000000
ENSG00000188693	0.0000000000
ENSG00000188694	0.0000000000
ENSG00000188699	15.0289682226
ENSG00000188706	257.8101361908
ENSG00000188707	0.0000000000
ENSG00000188710	0.0000000000
ENSG00000087842	299.6892773933
ENSG00000188712	0.0000000000
ENSG00000188716	0.0000000000
ENSG00000188722	0.0000000000
ENSG00000188725	36.1646443627
ENSG00000188729	0.0000000000
ENSG00000188730	0.0000000000
ENSG00000188732	0.0000000000
ENSG00000188735	62.4378611712
ENSG00000188738	0.0000000000
ENSG00000188739	147.2194922380
ENSG00000087884	117.2499031764
ENSG00000188740	0.0000000000
ENSG00000188747	37.9535896001
ENSG00000188755	0.0000000000
ENSG00000188756	0.0000000000
ENSG00000188760	13.7185638507
ENSG00000188761	0.8336329793
ENSG00000188763	0.1945259624
ENSG00000188765	1.7447248723
ENSG00000188766	0.3273632492
ENSG00000188770	0.0000000000
ENSG00000087903	52.1687949649
ENSG00000188771	0.0000000000
ENSG00000188778	0.0000000000
ENSG00000188779	0.3931603753
ENSG00000188782	0.0000000000
ENSG00000188783	0.2814046905
ENSG00000188784	0.0000000000
ENSG00000188785	31.8884914325
ENSG00000188786	44.6125178700
ENSG00000188792	0.0000000000
ENSG00000188796	0.0000000000
ENSG00000087916	1.8174005750
ENSG00000188800	0.0000000000
ENSG00000188801	0.0000000000
ENSG00000188803	0.0000000000
ENSG00000188807	23.0333557970
ENSG00000188811	32.4736226794
ENSG00000188816	0.0000000000
ENSG00000188817	0.0000000000
ENSG00000188818	2.9623136873
ENSG00000188820	0.3971970620
ENSG00000188822	0.0000000000
ENSG00000087995	37.9248547978
ENSG00000188825	5.8389328801
ENSG00000188827	12.5544734427
ENSG00000188828	0.4797105046
ENSG00000188831	0.0000000000
ENSG00000188833	0.0000000000
ENSG00000188846	7088.1378975050
ENSG00000188848	0.0000000000
ENSG00000188849	0.0000000000
ENSG00000188850	0.0000000000
ENSG00000188856	0.2539172960
ENSG00000007255	183.5426336612
ENSG00000088002	91.0682810384
ENSG00000188859	0.2947908107
ENSG00000188863	0.0000000000
ENSG00000188868	0.2550030939
ENSG00000188869	0.4094798063
ENSG00000188873	0.3318950696
ENSG00000188875	0.0000000000
ENSG00000188877	0.0000000000
ENSG00000188878	11.3606828515
ENSG00000188883	9.7030099914
ENSG00000188886	0.0000000000
ENSG00000088035	22.0793357481
ENSG00000188888	0.0000000000
ENSG00000188890	0.0000000000
ENSG00000188895	102.0678703656
ENSG00000188897	1.5670415205
ENSG00000188904	0.0000000000
ENSG00000188905	0.0000000000
ENSG00000188906	1.4729977522
ENSG00000188909	0.0000000000
ENSG00000188910	506.9021052460
ENSG00000188916	0.0000000000
ENSG00000088038	117.6263531072
ENSG00000188917	35.2635100740
ENSG00000188921	11.4752916691
ENSG00000188931	26.0307291807
ENSG00000188933	3.6417646981
ENSG00000188935	0.3989569763
ENSG00000188937	0.0000000000
ENSG00000188938	63.2886894190
ENSG00000188948	0.1832979438
ENSG00000188954	0.0000000000
ENSG00000188958	0.1993626066
ENSG00000088053	1.9527035108
ENSG00000188959	1.1269753960
ENSG00000188971	45.4004364958
ENSG00000188976	328.2734496373
ENSG00000188981	0.1479066161
ENSG00000188984	0.0000000000
ENSG00000188985	61.6147919610
ENSG00000188986	291.7691610377
ENSG00000188987	6.0294989736
ENSG00000188990	38.0141770233
ENSG00000188991	0.0000000000
ENSG00000088179	30.5296577255
ENSG00000188992	0.2805692171
ENSG00000188993	3.3180906196
ENSG00000188994	14.1672223082
ENSG00000188996	0.4682661188
ENSG00000188997	65.0433198275
ENSG00000188999	0.0000000000
ENSG00000189001	337.2344335133
ENSG00000189002	0.0000000000
ENSG00000189005	0.0000000000
ENSG00000189007	29.4301142055
ENSG00000088205	109.3258177929
ENSG00000189011	0.0000000000
ENSG00000189013	0.0000000000
ENSG00000189014	16.8307447096
ENSG00000189015	139.1777542503
ENSG00000189023	0.0000000000
ENSG00000189030	0.0000000000
ENSG00000189037	0.0000000000
ENSG00000189039	0.0000000000
ENSG00000189042	8.4571298151
ENSG00000189043	1844.5548076248
ENSG00000088247	341.8480915321
ENSG00000189045	1.2617801582
ENSG00000189046	135.6254045572
ENSG00000189050	30.5350208319
ENSG00000189051	3.5899115047
ENSG00000189052	0.0000000000
ENSG00000189056	0.0000000000
ENSG00000189057	11.0612732048
ENSG00000189058	4.9772032361
ENSG00000189060	98.8451538530
ENSG00000189064	0.0000000000
ENSG00000088256	280.7467192355
ENSG00000189067	935.1305712328
ENSG00000189068	0.0000000000
ENSG00000189077	119.4144076641
ENSG00000189078	0.0000000000
ENSG00000189079	30.2439342430
ENSG00000189089	4.3985018902
ENSG00000189090	0.0000000000
ENSG00000189091	346.0570284670
ENSG00000189092	0.0000000000
ENSG00000189093	0.0000000000
ENSG00000088280	448.5391791528
ENSG00000189096	0.0000000000
ENSG00000189099	0.0000000000
